post_text,pos
怎么老去想一个事情呢，一直想，好烦,0
两个人在一起，实际上是一个互相救治的过程。在恋爱中，我们都会有这样的期待，期待别人能补足自己，能获得拯救，但一个内心存在很多痛苦、纠结和焦虑的人，是没有办法去感受他人的痛苦，去安抚别人的不安的。所以很多人提出分手，实际上是一种求救的信号，他们希望通过这种方式来让对方“看到”自己，能获救。但是遗憾的是，对方也有自己无法解决的问题，他也想让你去治愈他。所以最后两个人就只能分手了。但当我们开始识别对方的求救信号、满足对方的核心需求，就会成功“解救”对方，对方被解救，也会同样愿意去解救你，收获一段美好的关系。 收起d,0
好难过，找不到小小号的账号和密码了为了给余生夫妇随份子钱被迫登录了该小号所以说我为什么要清除数据好焦虑，小小号什么时候能找回来 ​,1
一停药就发作 不停啥事没有 我真的会谢,0
焦虑、失眠、自我否定、外界否定无限放大走钢索的人…… ​,0
即使经历过再多次，分别，总是会不舒服，焦虑，但又不敢表现出来，然而“祸不单行”…… ​,1
谢天谢地我买的东西都发货了我终于没有像前几天那么焦虑得厉害了希望这次一切顺利平安出门平安回来 ​,0
心慌，焦虑，又来了……,1
 狂流汗，开始害怕,1
就是说现在期末考试周睡觉睡不好，日夜颠倒，压力倍增结果就是我的脸烂的一塌糊涂容貌焦虑了好吧 ​,1
这几天胃突然特别不舒服，胃烧，胃胀，恶心，整个背也烧，不知道是不是躯体化还是身体的毛病,0
 吃好睡好才是关键，没了好身体，一切白搭。,0
突然右手麻 给我吓得弹射起来,0
无意义的焦虑还不如直接做出选择。时间就这么多，放在行动上比放在犹豫上重要 ​,0
摘抄人民日报。#7个小方法化解年末焦虑#①别想太多，做了再说；②学会选择；③亲近自然；④去书中汲取智慧；⑤进行合理的时间管理；⑥接受不完美；⑦畅想新年。其实，焦虑就像一个追着你跑的小怪兽，越是害怕，越是无法摆拖。坦然面对焦虑，勇敢化解它吧。  ​​​ 2北京 ​,0
难受难受焦虑涌上心头 ​​​,1
还有一点，课程里的内容，我简单的提一下，就是您的注意力。我们的注意力是我们能够拥有的最大的武器之一。我们本身就是生命能源本身，所有一切的思想念头情绪感受全部都会争夺我们的注意力。每一个焦虑的念头都在说，来看我，这边，注意到我。你一定要认为我是真的，如果不听我的，就会发生你不喜欢的事情啦。你一定要好好想想这件事。。对不对？因为念头需要我们才能够得以持续。所以，专注，将您的注意力持续的放在你想要体验的美好上。 收起d,0
每天抱着手机刷各种消息也不行，一会儿紧张，一会儿暂时舒缓，人陷入了一种难以挣脱的焦虑中。不行不行，晚上开始干家务了，以及看热血剧，需要赶快回到心态理智而稳健的轨道上。《棒球大联盟》的剧本写得好啊，没有废话，没有废情节，没有感情戏，但是有感情。剧情有时候出人意料，但逻辑合情合理，人物个个真实饱满。演到第十集了但一集都不弱，快更新快更新！⚾️ 收起d,1
花时间去计较让你不爽的事情，你就少了时间去体验让你爽的事情。恨，烦，焦虑，难过都是别人带来的，可时间是你的。 ​,0
黛力新属于一种复合制剂，准确的说它不是一种药，而是三环类抗抑郁药+抗精神分裂药 所以约等于你在吃两种药,0
人际关系对于我来说就是一种沉重的负担！从前我以为我需要朋友，现在我才知道，无论是好的、还是坏的关系，都会让我十分疲惫。就连朋友圈也是，哪怕只是发朋友圈，感觉每一次袒露的表达欲，都会让我陷入情绪内耗！只想一个人呆着，谁也别打扰。我只想一个人安静,0
#晚安# 【夜读：让人生变得更好的8个问答】还有不到半个月，辛丑牛年就要过去。翻出年初信誓旦旦立下的目标，不少网友开始焦虑。与其后悔纠结，不如专注当下。#8个让人生变得更好的问答#↓愿一些积极改变能在你身上发生。 O【夜读】让人生变得更好的8个问答 ​​​,0
 我今天睡了5小时21分钟啊！睡眠开始爱我了！哈哈哈哈哈！友友们接好运！现在的愿望：祝大家挫折少一点！快乐多一点！,0
现在我基本可以断定我得焦虑症的原因就是因为工作4月开始绩效kpi 的啥的，压力变大了，然后六月就惊恐发作焦虑症焦虑症 武汉·东湖生态旅游风景区,3
#小燕子克服焦虑的大三日常#studyaccount Day 04🌟总算是动起来了😮‍💨接下来就是提高效率，多学一点啦～留给自己自由支配的时间不多了，自己很贪心，想学很多东西，为了不给自己留下遗憾，要更努力才行💪明天跑步子走起～坚持✊跑步吃饭回来不碰手机，早上的任务就是背单词，学英语啦～ 2大同 收起d,0
2020-02-03 🙏🙏🙏每到晚上家人都关灯入睡的时候我就开始焦虑不知父母弟弟是否也是如此刚喉咙痒了下咳嗽两声 妈妈就从房间出来 问谁在咳嗽 给我拿药吃还说着正打算睡 听见了咳嗽声 顿时很慌最近发生的太多无法预知 无能为力的事情总担心家人的健康异常焦虑 各种胡思乱想虽然远程办公也提不起劲来什么都提不起来劲怀疑人生 意义是什么 努力的方向是什么就想陪着爸妈弟弟 做些能够打发时间的事 希望赶紧撑过去这段时间希望以后家人都在一起 不分开 收起d,1
又开始恐狂了新买的化妆品和化妆刷，然后刷子我个人是会洗掉再跟化妆品放在一起的。但是我的母亲在我没允许的情况下，把我干净的化妆品和我没洗的刷子放在了一块儿，我害怕那个刷子毛被不干净的东西碰过，被小猫小狗碰过。然后化妆品又是我新买的，我已经把化妆品上脸了，感到害怕。,2
好难受啊，心好慌啊，好几天没睡好觉了,1
或许是我太过焦虑了 但是我真的不想把时间浪费在吃饭上了 ​,1
期末焦虑到胃疼的感觉又逼近我了🚮 ​,1
"
不光是焦虑症
我也需要被爱，陪伴，关心，分享",0
 睡不着一点,0
 有人发病的时候心慌口干吗 怎么喝都止不了,0
 一侧躺耳朵就有咚咚声,0
今天是我三个月以来过的最舒适的一天，没有焦虑，没有催促，没有过多思考，安安静静，是我想要的生活。♥️ ​,0
我想把孩子教育好，也想把父母照顾好，还想把婚姻经营好，我更想挣很多钱，我想什么都顾好，我却什么都没顾到。三十岁了，以前发个脾气，牛都拉不回来，如今生个气，转眼就觉得没必要了。无人问津也好，技不如人也罢，你要试着安静下来，去做自己该做的事，而不是让烦躁焦虑毁了你本就不多的热情和定力！ 收起d,0
希望能有一个人给我托底  告诉我不用怕 失败了也没什么 说他永远支持我 永远可靠给我勇气自信大胆的往前去不担心后果不焦虑得失 ​,0
睡不着睡不着，好不容易放半天假，从八点多躺到床上到现在毫无睡意，已经两周了这个状态，还是悲苦的高三牲，明天又要上一天高强度的课，怎么办啊，我不会猝死吧。,1
#邦邦给你两拳# 下班了早起卡✖️2今天学到一半突然灵光乍现摸索出一个新的学习规划和时间安排感觉自己完全走出了前几天的自闭！并且感觉前途一片光明（这能不能属于一种酝酿效应）说起来今年虽然走走停停的但是好像从来没有焦虑过对我来说对抗焦虑的方法就是行动让自己忙起来焦虑就钻不进来了！晚安！明天可以一边模考一边喝奶茶！好开心嘻嘻！ 收起d,0
"
去医院的话，医生根据什么测试来推断是否是抑郁症呢，只是相关测试题还是说有其他仪器测试呀",0
低级浅薄的快乐之后是更深的焦虑、无力和孤独，成就感、尊严感和勇气来自追求的过程和自我挑战。 ​,0
 救命 半夜被难受醒了 犯恶心 不知道是不是受凉了 醒来的时候好冷,0
各位焦友平时有没有心痛的感觉，如果有的话具体是什么样的疼法，可不可以描述一下,0
一边焦虑工作一边焦虑论文一边不动艹 ​,1
#YI个FLAG#🆘禁止焦虑 好好学习今日学习：✓记新单词✓复盘单词✓一节语法课 ​,0
我都好了两个月了，为什么突然惊恐想吐？焦虑症,3
" 礼貌询问，刚开始服药，还没来得及去复诊，最开始配的是乐友的帕罗西汀，吃四天半颗，然后吃一颗。
但是我今天自己换了塞乐特的原研药，可以自己替换吗？服用的药量和乐友一样吗？
谢谢大家",2
 把烦恼跟妈妈说了，好了现在更烦恼了,0
"胃肠镜上个月才做完
一点问题没有
结果 前天吃了顿火锅
甚至都没吃多少就早饱了
然后就是持续呃逆
胃吃一顿反流一顿
人已经麻了",0
舒适圈待久了，遇到点事情都会焦虑 ​,1
 二🐑后咳了两个月了,0
 好了几天，人又开始焦虑熬夜胸闷胸痛了 心脏好难受啊，人一活动就感觉要跳出来啊啊啊啊,1
没发生什么事情 但就是不想活了 这是为什么抑郁症焦虑症,0
 有人出现过幻嗅的症状吗？只要躺下鼻腔里就会充满二手烟的味道，而且不是闻到的，而是鼻腔里面的刺激感。。搜了下焦虑症和鼻炎都可能导致，刚巧两样我都占。。,3
小朋友身体一直都蛮好的 就是一岁半之后 身体反而容易过敏 但是也很奇怪 鸡蛋和牛奶 偶尔过敏 又偶尔不过敏 大概是和自己的免疫力 还有食用量 也有很大的关系 哎 实在是让妈妈太焦虑了…… 每天都在为孩子不同的大小问题而焦虑着 ​,1
俺好焦虑还社恐少冲浪少冲浪 ​,1
刚刚打了一把游戏蛋仔派对 打到最后还剩几个人了我赢了 但是心脏框框跳 浑身都软了 一下就脱力了也没劲感觉腿都不在了,0
从此滴酒不沾了，是你焦虑症让我的生活和思想发生了巨大的改变😭焦虑症 三个多月了，我还是没法接受啊！,3
有没有慢性紧张性头疼的朋友一起交流一下,0
 为什么每次一有好转又突然发作，又开始头晕反胃了，肩膀酸痛后脑勺也痛，你们有吗[淚][淚][淚][淚][淚][淚],2
又半夜醒了睡不着了，一想睡就名种难受，想吐，气闷,0
 有没有人睡觉会不自觉一直咬紧后槽牙,0
" 去看心理治疗师 分不清楚是谁有病[疑問]

我：晚上睡不着 就算11点多睡 我也只能睡四五个小时
她：我建议你早点睡

我：每天都处于一个紧绷的状态
她：你少玩手机 多做运动

我：学习压力很大 后来转校 好像并没有好转
她：你以前什么学校
我：（ ）
她：哦～名校啊 怪不得 我看你现在穿的校服 好像也不是什么好学校 这间都不行的话 再转更差的喽",0
 有吃 帕罗西汀 恶心想吐的吗？？,2
来m还加班焦虑搬重物结果就是痛到爬都爬不起来吃布洛芬痛死我了—— ​,1
感冒失眠大姨妈三天了，感觉心快要跳出来，做心电图还是正常，心慌要怎么不吃药缓解啊，躺着深呼吸也不管用,1
 心慌到底怎么办…什么都听不进去了,1
从lc到gzy再到jdz，我觉得我已经疯了，被自己折磨疯的。好好的不行嘛，今天还是我生日啊大姐,0
"
现在就是想去看医生 我刚刚跟我妈说了 又很怕到时候查了不是 但是真的一直怀疑是焦虑症 细说有两三年了 最近有点躯体化的感觉",2
 又尿液混浊真的害怕,1
我大概是犯了考试焦虑症，从四川、重庆出考研成绩开始就一直焦虑。反反复复好不容易敲定的专业与学校，现在又犹豫不决了，三跨的风险有多高我真的没有底。今天又出了宁夏大学压分这个事，文字类学科能出个几分这不是明摆着压分吗？新加的考研群里她们都在讨论，有些学校看不起跨专业的学生，觉得不专业。但是要我考我本科学的专业的话，我又真的不感兴趣跟新闻打交道。太难了太难了太难了。算了，干脆埋头拉车不问路算了，拼命努力地学，要是12月份真遇到了学校嫌我本科学校不好或是非专业出身，我也认了，尽人事听天命。再去咬着牙拼命一把吧，至少弥补高考失利的遗憾。 收起d,1
马嘉祺mjq#马嘉祺全能C位唱跳双担# 💜#马嘉祺优酸乳品牌代言人# 《马嘉祺快乐大本营》《马嘉祺我就是演员》“那种激动的心情冲破了所有的焦虑、迷茫、担忧、痛苦和失落，在一团迷雾中直接点亮了我的答案——我想，我站在那里，我就还是我！”马嘉祺@时代少年团队长-马嘉祺 ​,0
有时候眼皮明明已经很困了，但是脑子却非常清醒，整晚整晚彻夜难眠，我在想如果让自己累一点的话是不是就能好好睡一觉了,0
胸好闷，他为什么要喝酒，我才出院几天，为什么你们要拌嘴，真的好吵，吵的我喘不过来气，吵死了，我喘不过来气，求你们别让我说话了,1
我咋老经常流鼻血 更焦虑了,1
我劝你不要老是贩卖焦虑给我 ​,0
 留学生，一个人在外反复低烧，预约看病起码十天八天的，脑子每时每刻都在预演自己怎么死，一搜全是什么衣原体大白肺，感觉快嘎了,0
 就当我是个神经病吧！事实是，也快成神经病了。所谓的善良，总有一天会把自己搞疯。这些所谓的人，哪一个不在使劲逼你,0
"
一次性爬4楼，血氧掉到88，一会又升上95，不知道怎么回事。",0
呜呜😭,0
肺炎倒给我本来焦虑的春节腾了个空档，插这空子，关心下自己吧。今儿老妈不舒服那会，着实看出来老爸的细节.情绪照顾.忒耿直啊，不过吵吵闹闹半辈子了，也看得出来俨然成ta们的乐趣了，回家做个502粘合一下，听ta们拌两句嘴，这才让我感受到家的氛围，磕磕绊绊，相互嫌弃，其实早就谁也离不开谁了。普普通通真真切切，多好！希望永远这样！我爱你们！——2020致老两口 收起d,0
 吃饱了就容易心慌紧张…哎,0
【#好评如朝# 和你说晚安】很多事没有绝对的好与坏，但我们常常会因为结果还没确定，而充满焦虑。车到山前必有路，船到桥头自然直。凡事尽力而为，对结果顺其自然，才能心态平和、乐得自在。#报告称2022年终奖人均2.19万元# ​,0
要完要完要完要完要完，又来了那种诡异的兴奋感，不要啊——我不要在图书馆犯病啊啊啊啊啊焦虑症,3
把焦虑化成具体，一切才能迎刃而解 ​,0
勇气这东西，其实不在于势均力敌的时候不怂，而是在于力量悬殊时你还能一步不退。世间最可怕的禁锢，从不是物理禁锢，而是内心的彷徨与恐惧:害怕试错成本太高，害怕蝴蝶效应太强，最终选择就在原地。天真灿烂，尘世游慢，请拿出鼓动风云的勇敢。人生路上许多一时的决定，日后都可能蝴蝶振翅不知何地何时卷起肆虐狂风。天真和成熟从来不矛盾，赤诚的心，也可以包裹住成长的诚恳，勇气和决心。成长就是一边失去一边获取。长大并不意味着一定要去探究每件事情的结果和真相，长大也必然伴随着焦虑与敏感，唯一的解决之道就是，就是站起来、走出去，去做自己该做的、喜欢的、能做的事。行动，就是最好的消化法。 收起d,0
 小半年没有惊恐了，昨天跟导师开完会后心率一直快，我以为是发烧了，实际上没有，晚上感觉心里憋屈的很，大哭一场后又持续早搏，终于在半夜爆发了，浑身发麻，心跳加速，但没有持续很久，吃了一颗阿普就继续睡觉了，今天感觉心脏总还是不太舒服，去做了心电图也没事，大概率就是昨天开完会后觉得研究生太辛苦太累，给我整焦虑了😐,2
汲汲营营，急躁焦虑又误打误撞的一年过去了，希望新的一年能沉静下来。新年快乐家人们 ​,0
 过几天要拍一段视频在一百人面前一帧一帧的播放，一想到这个就胸闷气短，呼吸不上来，很难受，但又控制不住自己去想这事，之前也出现过好几次类似的事情，不知道该怎么办,1
【家长请注意！南通疾控最新提醒】4月以来，因受新冠肺炎疫情影响，全市的儿童预防接种门诊基本处于暂停状态，不少家长坐不住了，担心延期接种会对孩子的健康有影响。其实，家长们不必太焦虑。目前，全市各儿童预防接种门诊已陆续恢复开诊。针对疫情下常见的儿童预防接种误区，让我们来帮您“避雷”。O家长请注意！南通疾控最新提醒 收起d,0
 没有关系，终将相信自己可以打败焦虑症，我很强大，加油,3
 我好想回家啊，在学校变得不像自己了天天害怕，不敢上厕所不敢洗澡，不敢一个人呆着越来越爱哭了变得胆小鬼了，但是回家后情形何尝不会更严重呢！那样的话我就成了所有人眼中的笑话，父母的挨骂仿佛在耳中，可是我受不住了，崩溃了,2
永远。深夜焦虑。好累啊。 ​,1
我想这次突然其来的疫情打乱了很多原有的计划 为什么会天天焦虑 为什么会让人心惶惶 上一次大面积出现还是在20年高考呢一年 真的不想再经历一次 抱怨完之后反过来想想 我们一直在对失去的青春感到惋惜 可是回忆一下我们这辈人并没有经历过什么大风大浪 一直生活在阳光下 给我们创造这如此阳光环境的人 正是我们的上上一辈的人们 他们有的出生在战争中 有的他们的青春更是在战争中经过把自己的青春全奉献给了国家 更有的永远停在了呢时候 想到这会不会又感到一丝庆幸呢 我是会庆幸自己出现在了和平年代 庆幸自己身后有一个强大的国家 没错我是会抱怨自己的青春被偷走 但是在每次抱怨后仔细想想 和以前呢些英雄战士相比这又算得上什么呢 人总是这样在一次又一次的自我疗伤中长大的 况且现在疫情是在往好的方向发展 相信在不久的将来 人们总会战胜疫情 生活会回到正轨 中国加油！山东加油！#19年春天的照片##给00后的一封信##山东疫情##疫情# 收起d,0
 复发啦，真难受啊😣,0
 一点都不想考试 考完了现在好烦呀,0
身心疲惫今天又是碌碌无为且在焦虑中举步维艰的一天 ​,1
 一小时前这边又地震了，五个舍友的手机同时拉响警报，机械的女声冰冷的倒计时，我从睡梦中弹起来大脑一片空白，过了一会说4.3级，离我们不算近，就没往下跑了，但是全身发抖，止不住的干呕，前天也是，我意识到地震后大声的给舍友喊了以后，听到她们起身我就迅速穿衣服跑了，我是跑的最快的，跑到楼下崩溃大哭，腿发软，刚刚刷到一篇小红书指责室友跑得快不管别人，可是我们这种胆小的人真的已经不是大脑能控制行为了在那种情况下，我很委屈，但也觉得自己确实很垃圾和自私，为什么不像别人那样等着大家一起跑，不知道该怎么说，可我真的不是故意的……,1
 你要写焦虑症就不能只写焦虑 你要写她入睡困难失眠多梦容易惊醒 你要写她胸闷气短浑身乏力走不动路 你要写她惊恐发作情绪失控缩成一团 你要写她过度换气手脚发麻心动过速 你要写她心窝刺痛头痛欲裂崩溃大哭 你要写她病情反复饱受折磨强装镇定 你要写她完美主义害怕犯错苛求自己 你要写她在泥沼里打转恨自己无法自救 你要写害怕去的医院以及看见就会掉眼泪的药 你要写被躯体化熬出的抑郁状态.,0
好焦虑啊希望会有好事发生 ​,1
我已经在为年底见我对象父母亲人而焦虑了具体表现：疯狂看衣服并关注订阅店铺…看美妆视频！我还想攒钱买高贵上档次的衣服呜呜呜呜！我还想学习 ​,1
焦虑使我满头包？过几天会好吧，不对，明天起来啥事儿都能顺心吧，最起码有点儿思路啊 ​,1
是不是我太敏感想太多了，,0
 好累。可是不知道坚持的是什么,0
 头真的疼的要死了，,0
 手抖个不停 烦躁,1
有没有焦虑抑郁的家人 感觉在学校长时间压抑自己真实情绪演戏演久了已经调整不过来了 虽然我知道可能听起来有点搞笑但我以前是真的被类似经历烦了好几年 去年稍微好点最近半年又开始了 有人说不要吃药因为吃药会让反应越来越迟钝之类的但是我又每天特别难受 感觉认知可能有点出问题了根本不知道怎么办,2
 问问大家，这种情况是不是因为没有按照医生开的药吃啊，就是我问别人我想吃狗屎怎么办别人劝我别去吃狗屎我听了但是还是去吃狗屎,0
五月份了……焦虑 感觉还没怎么学继续努力 ​,1
#益伴#推荐益伴APP听书《好书双语速递之《压力...》》本书笔记随着社交发展的需要和不断早熟的青少年的生理作用，青少年普遍会变得更加焦虑。学业相貌与社交媒体相...O网页链接（分享自@益伴官方微博） ​,0
我确实没有经历那么多起起伏伏。但是，毛不易，总能唱进我心里。你听《深夜一角》，你静静地看着词，一开始我着实钟情这首歌，但不知一腔情感往何处倾泻，直至我得知写的是他当实习护士时下夜班的路。我突然想到姐姐讲与我听的医院生活，想到乐天派朋友在做手术前的焦虑，想到姜东柱为什么做医生，想到林巴楞为母亲突发症状而插队求助，想到李翼俊刚治愈的病人，想到蔡颂华悲痛欲绝的病患家属，想到安在元昨日的沼泽，更想到面对私欲时自己的狗熊模样。你是晓得的，我未有过撕心裂肺的体验，也未曾由于某种境况而醉酒失态。我把自己框在自定的架构里，分分秒秒不敢有半点错乱，但它出现了，我理性决堤。 收起d,0
 焦虑症会导致早搏吗，到晚上就容易早搏呢,3
会无理由的心慌，特别心慌，可以听见自己心跳声 ，手抖，耳鸣，头痛，咬手咬到出血，但是不失眠，是焦虑症吗（目前没有条件去医院），如果是，怎么自我调节，如果不是，应该是什么原因 谢谢,2
"
躺着坐起来 坐着站起来 躺着站起来时就会眼前一黑 眼冒金星 头晕 站不住
已经好几个月了
请问这是因为营养不良还是躯体化症状？",0
 请问天津圣安医院看焦虑抑郁怎么样，或者其他好的医院求推荐,0
我好怕明天回学校   所以现在不敢睡觉   因为一睡着就是明天早上  刷完牙吃完早餐就要出发了  我好焦虑啊😕🙁☹️😞 ​,1
 卧槽服了为什么吃了痔疮药之后大便是黑色好烦啊这个正常的吗有没有人知道为什么,1
不是我为什么会有幻觉啊……明明下雨天，我感觉身后有阳光，看到身前的地上有我的影子……,0
真的很烦，一直低烧，嗓子异物感又强，胸闷心悸，气短感觉浑身不对劲每天都梦到讨厌的人，真的恨不得他去死根本控制不住自己的想法，好讨厌这样的自己每天疑神疑鬼的，太痛苦了,2
应该没有比我更离谱的，这是被雨声吵醒睡不着的第四天这该不是神经衰弱吧？靠！,1
 一早上都处于戒备状态 紧张的大气不敢喘,0
我常常在学期还没开始的时候就狠狠为下学期的曲子感到焦虑不敢去听奏鸣曲我该怎么奏你？你会要我的鸣吗？ ​​​,1
"

感觉每天醒来就是噩梦",0
焦虑症+第一次坐飞机还有40分钟,3
有没有心脏经常跳得乱的…就是一会儿快一会儿又慢下来了…然后又快速跳几下然后又慢下来……还有就是心跳比较重，不知道是不是我不经常运动的原因，我经常感觉全身都在跟着跳…指尖啊肚子啊脚底啊什么的…都会有心脏跳动的感觉………特别晚上睡前更重，浑身都有心脏在跳，甚至难以入睡……,0
突然紧张了，虽然在可以承受的范围之内，但是很久没有这么焦虑了。这种感觉很不好，会长好多白头发吧！ ​,1
「很多时候迷茫焦虑，都是因为你目标不明确」- 浑浑噩噩生活中的醍醐灌顶 ​,0
#别再自我摆烂了#离谱我好不容易劝说自己，“今天的工作做到这样就可以了，明天再完成也行”我刚停止无休止的kpi焦虑你给我推这个词条？ ​,1
大家有睡觉的时候闭上眼睛就特别难受想吐的感觉吗,0
感冒了咳嗽一直没好，还感觉加重了，不敢去医院！,0
最近感觉吃什么药都没有用了，阿立哌挫，文法拉辛，帕罗西汀，一直处于对任何事情持续苦难，麻木的状态，有朋友有经验吗，怎么脱离呢,2
大家最近都还好吗,0
"
吃了一个月的药 还是疯狂疑病",2
我都要疯掉了,0
宝宝们 想知道在大学里 有必要让室友们知道自己的焦虑吗 不想让他们知道 好烦啊,1
 早醒怎么办，已经一个月了,1
今日份の咖喱鸡丁盖浇饭我发现我是真没有做饭的天份且看到厨房乱糟糟的就会特别焦虑… ​,1
Day3尽管八点起床但还是很水的一天🙃🍎是我唯一的慰藉没错了！我又开了一本小说啊（四千多页我疯了）顾九思好可!!!!!!!!还看了《歌手》李佩玲我爱了!!!!《I wanna be free》!!!!!!我对于明天依旧。。信心满满。。!!加油(ง •̀_•́)ง啊啊啊处于焦虑中我总是玩没玩好学没学好啊啊啊啊啊啊啊啊明天明天明天明天＼(^▽^)／！还有碧波和霉霉的新哥太好听了啊！ 收起d,1
感觉像一滩泥一样，啊啊啊啊啊啊啊啊啊啊啊啊，感觉身体被掏空,0
那些晚上不睡的人都在干嘛想一些遥遥无期的事情想一些都已经过去那么久的陈年琐事想一些突然蹦出来的焦虑，然后把睡意猛地给撵走诶，晚上想那么多干嘛？留到大白天再想吧！只要每天都是美丽的就v完事儿了 ​,0
每天都在摆烂和焦虑中度过 ​,1
 今天做体检 心率150 轻度脂肪肝 肝钙化,0
如果你是一个缺席的父亲，一定成就一个焦虑的母亲，会养出一个缺爱的孩子，养育孩子从来都不是妈妈一个人的责任，父爱给孩子力量，母爱给孩子阳光，缺一不可！ ​,0
敬愛的431952514 現在堵路上將近一個小時 據保守估計還要三個小時才勉強解決 在車上等待的時間總是焦慮 黑糊糊突然出現一個老人「掉頭回去 有個小道上有條小路 趁現在走還不會很堵」夜路上都是裝載貨物的大車 我該相信他嗎？ ​,1
我也想分享一次自己最近的焦虑。本科学校虽然不好，但是也是一直在很努力的学习，很努力朝着自己的目标前进，这让我四年的本科生活都很充实，很快乐。考上研究生那会心里真的好高兴，有一种咸鱼翻身的自豪感，因为家里小孩我是第一个考上研究生的，所以家人也为我感到自豪，那段时光啊，哦对了，我还在辅导班兼职挣了好多钱。真的就是觉得自己的前途一片光明。读研刚开始的时候，因为遇到合得来的室友们，每天也很开心，吃吃喝喝，到点就干饭。没有想过将来，如果说想过自己将来是很美好的那就算想过将来。什么时候开始改变了呢，好像上个学期在滨江实习的时候都还是很开心的，刚去实习那一天，办公室老师还说我遇到了好时机，浙江选考有了新政策，也开始保护化学了，意味着选化学的多了，找工作容易了。告诉其他人这个好消息时，她们还说我运气真好。好像一切都应该按着这个稳定的轨道发展下去的呀。直到我第一次去金华参加面试，我放弃了高中化学的，选择中小学科学面试，因为想要更有把握的，我还记得那天的全部场景，我们十个人在那等着老师通知入取名单，一个一个读完名字，五个名字读完都没有我，我很是不可思议，但我只能收拾东西离开，刚好外面下雨了，我还打开雨伞撑了一个同样失败的女孩，彼此安慰。那时候心情差到极点，应该是从那时候开始，我开始走下坡路了，一次次的面试，一次次的失败。我放声的哭过，也最终学会面对失败选择苦笑，应该是麻木了吧，在杭州的那个晚上，那个只摆的下一间房的小旅馆里，我流光了所有关于失败的眼泪。到现在，我还是没有找到工作，我也不知道自己什么时候才能找到工作，看到家里学校的面试名单，看到名校研究生，我才更加清醒，我只是一个普通人，我过去两年还待在研究生这个光环里没走出来。你说我现在是什么样的状态，大概就是对自己越来越没自信，每天的每天，我把自己关在小房间了，走不出去，因为我害怕离开自己的小房间就更加一文不值。你问我在小房间里干什么，追剧追剧追剧。 2衢州 收起d,1
 高三现在好崩溃…失眠一个星期了 每天都要躺三四个小时才能睡着 放假的时候会好点 半个小时左右入眠 到底怎么能不焦虑睡觉啊…,1
看了热搜开始发抖，20多岁女又最近关节痛这下更焦虑了，我就不该点开热搜,1
 睡了6个小时我不会猝死吧好害怕为什么总是早醒,1
#但是还有书籍#最近太浮躁和焦虑了 这个纪录片让我平静了一点嗯 先把《百年孤独》找出来看看 ​,1
一直肩膀酸痛 手脚发麻肉跳，手指也痛 怎么这样 胸口还会刺痛，之前都不这样,1
1、四月，在阴雨天的假期第一天里结束了2、看到朋友的阅读笔记再翻看了自己的阅读书单，完成量少的可怜…3、记录、文字，甚至日记，也都寥寥数笔～4、也不枉费总光顾85°C在生日这月收到送的生日蛋糕和一份早餐吃了蛋糕，吹了蜡烛，许了愿，愿所愿皆如愿5、很忙，很忙，假期前一天甚至还加班到九点6、新冠疫情第三年，第一次深刻感受到所带来的影响，政策层层……7、依旧会在深夜，午夜梦回的某个瞬间深深的无力感，焦虑不安…end〖试着和每个自己和解，去接受每个时期的自己〗 收起d,1
懒的做任何事，只想躺着刷手机睡觉,0
腿部肌肉抽动，抽过来抽过去，抽着抽着就抽筋了可疼了,0
左边腋下好痛，。会和乳腺有关吗友友们,1
翻到了中考准考证和初中写的零零散散的日记，把准考证贴在了现在的日记本上。大概自己是个健忘的人，翻以前的日记的时候，已经很多都不记得了，只记得某个场景出现过。当时的开心 焦虑 不安，现在回忆起来也没那么深刻了。 ​​​,0
几年前有高血压史，后来经常头晕，血压也不高，害怕脑出血。看那个新闻…现在更头晕了，后脑勺也觉得不得劲,0
颈椎病（曲度变直压迫神经）乳腺增生二级 鼻炎（很轻很轻）胃炎 心肌缺血（t波倒）焦虑症（焦虑症加大我对所有的感觉，快把我磨没了）全是病,3
 只吃盐酸是不是治疗不够啊 双相情感障碍,0
想问问大家，早上起床一个小时后的时间会有心悸，胸闷气短，紧张的症状持续一个小时，之前有过几次人格解体但是持续时间不长，需要去看医生吗平时心情也都还不错，但是焦虑的时候会特别难受，感觉自己只是有焦虑情绪，所以不知道有没有必要去看,2
虽然但是，中医调理对我好像并没有太大的卵用，吃的时候有一点点用，过后又反反复复的不舒服，我也不可能一年三百六十五天都吃药，早上凉飕飕中午热死狗,0
 你们有没有就是不停做噩梦，醒来感觉呼吸不畅，心跳过缓的感受,0
亮崽今日流浪记，被无数人抱来抱去，甚至差点抱到“危险”⚠️区（烟）中国的国民素质实在堪忧，不管在什么场合，能抽烟就不会顾忌孕妇、小孩、老人，还有烟民，真的不喜欢被烟民抱。早起去打疫苗还没到药，下午我看牙拔牙医生还得预约，还得停三天母乳，有了孩子之后一点生活动荡变数都让我疲惫和焦虑。 收起d,1
问就是怎么也开心不起来的心情,0
